Success,7.996816
Success,8.5603471
Success,8.8885371
Success,8.4739143
Success,8.3656938
Success,8.225108
Success,9.0242516
Success,8.3988018
Success,8.1251304
Success,8.1846797
Success,7.6360444
Success,8.9591228
Success,8.1342742
Success,8.0984924
Success,8.2100161
Success,9.1415493
Success,7.9987342
Success,8.5220399
Success,7.531336
Success,8.0551332
Success,8.2507487
Success,8.2690509
Success,8.0839345
Success,8.0330155
Success,7.7960815
Success,7.9054633
Success,8.3162113
Success,8.6095792
Success,8.2224013
Success,8.4995896
Success,8.7707019
Success,8.1428701
Success,8.2724709
Success,7.9979324
Success,8.3580959
Success,7.7444098
Success,8.0776195
Success,8.7599558
Success,8.1523349
PowerReset,6.8206262
Success,8.5103158
Success,7.7038846
Success,8.5905276
Success,8.3000092
Success,8.6997482
Success,8.8169369
Success,8.5208754
Success,8.668402
Success,8.4959611
Success,9.0464119
Success,8.8714063
Success,8.3722971
Success,8.123907
Success,8.307632
Success,7.3996872
Success,7.6302808
Success,7.6594987
Success,7.8870996
Success,8.652565
Success,8.558766
Success,7.7394493
Success,8.5434062
Success,8.1944573
Success,8.1412061
Success,8.0483761
Success,7.937033
Success,8.2986427
Success,7.9851554
Success,7.9073017
Success,9.1572135
Success,8.7582885
Success,8.3773182
Success,8.2031596
Success,8.2049683
Success,8.2079044
Success,8.1639699
Success,8.7731421
Success,8.238326
Success,9.1206367
Success,8.1342407
Success,8.0337897
Success,8.1438978
Success,9.1538041
Success,8.5353338
Success,8.543047
Success,8.2148229
Success,7.9130598
Success,8.3440538
Success,8.4318198
Success,8.2814035
Success,8.310392
Success,8.5871268
Success,8.192137
Success,8.4029127
Success,8.291832
Success,8.778465
Success,8.1366173
PowerReset,2.0938321
Success,8.6576809
Success,8.1293865
