Success,3.2011209,3.048469921
Success,3.0018332,
,,
Success,3.1909346,
Success,2.8255378,
Success,3.152434,
,,
Success,3.1704264,
Success,3.126118,
Success,3.0244339,
,,
Success,3.1211815,
Success,2.9888688,
Success,3.0161094,
,,
Success,2.8114745,
Success,3.1220365,
Success,3.1458823,
,,
Success,2.8516126,
Success,3.3679782,
Success,2.9153273,
,,
Success,3.0158695,
Success,3.1682774,
Success,3.0182882,
Success,3.060429,
Success,3.0944161,
Success,3.094888,
,,
Success,2.8487576,
Success,3.1253683,
Success,3.0886652,
Success,2.924677,
Success,3.1540084,
Success,2.9700936,
,,
Success,3.2142112,
Success,3.175601,
Success,3.0100732,
Success,3.1003875,
Success,2.8615856,
Success,3.1963671,
Success,2.8346651,
Success,2.8435445,
Success,2.8499469,
,,
Success,3.1673636,
Success,2.9010589,
Success,3.0743095,
Success,2.9083833,
Success,3.1902376,
Success,2.9662235,
,,
Success,2.9232426,
Success,3.1668898,
Success,2.9508852,
Success,3.1940417,
Success,3.1099256,
Success,3.1553741,
,,
Success,2.8976086,
Success,2.8197073,
Success,3.0674367,
Success,3.0962099,
Success,2.8787274,
Success,2.8465099,
,,
Success,3.1564609,
Success,3.0912912,
Success,3.1452802,
Success,3.1924132,
Success,3.0699255,
Success,3.131077,
,,
Success,3.1449568,
Success,3.1502474,
Success,3.0995313,
,,
Success,3.2417536,
Success,3.1232311,
Success,2.953006,
,,
Success,3.1509099,
Success,2.8615753,
Success,2.9801804,
Success,2.8935088,
Success,2.8699404,
Success,3.1062813,
,,
Success,3.1212311,
Success,3.1203386,
Success,3.0509753,
,,
Success,3.1510082,
Success,3.1604945,
Success,2.970472,
,,
Success,2.8809261,
Success,3.1599519,
